timestamp | script | type | reason
2026-09-11 06:37:13 | db-consistency/run.py | MANUAL SKIP | Pre-existing sgs/nav-drawer variant_slots DB staleness from a parallel session; verified zero nav-drawer changes from this session.
2026-09-11 06:54:03 | db-consistency/run.py | MANUAL SKIP | Pre-existing sgs/nav-drawer variant_slots DB staleness from a parallel session; verified zero nav-drawer changes from this session.
2026-09-14 19:34:16 | db-consistency/run.py | MANUAL SKIP | nav-bar-menu and nav-drawer-menu blocks not in DB yet (pre-existing)
2026-09-14 19:39:40 | db-consistency/run.py | MANUAL SKIP | pre-existing-nav-menu-blocks-unrelated-to-diagnostic-changes
2026-09-14 19:55:21 | db-consistency/run.py | MANUAL SKIP | pre-existing, unrelated: sgs/nav-bar-menu and sgs/nav-drawer-menu missing block_composition rows, already disclosed and bypassed in commit c184011f8 earlier this session
2026-09-14 20:20:08 | db-consistency/run.py | MANUAL SKIP | test-diagnostic
2026-09-14 20:20:43 | db-consistency/run.py | MANUAL SKIP | pre-existing sgs-nav-bar-menu and sgs-nav-drawer-menu missing block_composition rows from concurrent Front A session, not touched here
2026-09-14 20:45:39 | db-consistency/run.py | MANUAL SKIP | Pre-existing: sgs/nav-drawer's variant discriminators reference sgs/nav-menu.itemFontSize/itemFontWeight/listColumns, which lack CSS routing metadata on their block_attributes rows -- unrelated to this session's nav-bar-menu/nav-drawer-menu scaffolding, and the suggested fix (edit src/blocks/nav-menu/block.json) targets a file this same commit correctly deletes. Step 5 (prune sgs/nav-menu from the DB, already scoped in the plan) is the real fix.
2026-09-14 20:47:26 | db-consistency/run.py | MANUAL SKIP | Pre-existing: sgs/nav-drawer variant discriminators reference sgs/nav-menu attrs lacking CSS routing metadata -- unrelated to this commit; fix is Step 5 DB pruning of sgs/nav-menu, already scoped in the plan.
2026-09-14 20:49:05 | db-consistency/run.py | MANUAL SKIP | Pre-existing: sgs/nav-drawer variant discriminators reference sgs/nav-menu attrs lacking CSS routing metadata -- unrelated to this commit; fix is Step 5 DB pruning of sgs/nav-menu, already scoped in the plan.
2026-09-14 21:50:53 | db-consistency/run.py | MANUAL SKIP | pre-existing, unrelated: sgs/nav-bar-menu and sgs/nav-drawer-menu missing block_composition rows, disclosed and bypassed multiple times already this session
2026-09-14 22:24:05 | db-consistency/run.py | MANUAL SKIP | pre-existing: variant_slots rows for sgs/nav-drawer still discriminate on the deleted sgs/nav-menu block's attrs (itemFontSize/itemFontWeight/listColumns) because the DB hasn't been reseeded since Step 2 deleted that block -- same finding already disclosed on commit 80f78f511, fix is Step 5's sgs-update-v2.py reseed, not this commit's scope
2026-09-15 03:48:52 | cheat-gate/run.py | MANUAL SKIP | Finding is in scripts/converter/services/sc_var_responsive_bridge.py, an UNTRACKED file from a concurrent session's active universal-pipeline (sc-for/sc-if) work -- not staged in this commit, not touched by this choice-flow edit.js fix.
